FIPS,State,county_state,fi_rate,number_fi_persons,percent_low_threshold,low_threshold_type,percent_high_threshold,high_threshold_type,percent_fi_below_low_threshold,percent_fi_btwn_threshold,percent_fi_above_threshold,child_fi_rate,child_fi_persons,cost_per_meal,weighted_annual_food_budget_shortfall
17075,IL,"Iroquois County, Illinois",0.104,2960,1.65,SNAP,1.85,Other Nutrition Program,0.681,0.04,0.279,0.173,1090,2.99,1512000
17077,IL,"Jackson County, Illinois",0.176,10420,1.65,SNAP,1.85,Other Nutrition Program,0.719,0.022,0.259,0.193,2070,2.79,4962000
17079,IL,"Jasper County, Illinois",0.098,940,1.65,SNAP,1.85,Other Nutrition Program,0.537,0.025,0.438,0.154,350,2.75,441000
17081,IL,"Jefferson County, Illinois",0.136,5200,1.65,SNAP,1.85,Other Nutrition Program,0.622,0.031,0.348,0.205,1730,2.65,2348000
17083,IL,"Jersey County, Illinois",0.092,2030,1.65,SNAP,1.85,Other Nutrition Program,0.504,0.02,0.476,0.145,690,2.81,973000
17085,IL,"Jo Daviess County, Illinois",0.085,1880,1.65,SNAP,1.85,Other Nutrition Program,0.542,0.058,0.4,0.136,580,3.12,1000000
17087,IL,"Johnson County, Illinois",0.126,1630,1.65,SNAP,1.85,Other Nutrition Program,0.508,0.035,0.457,0.18,420,2.7,752000
17089,IL,"Kane County, Illinois",0.057,30090,1.65,SNAP,1.85,Other Nutrition Program,0.75,0.035,0.215,0.132,18600,2.91,14927000
17091,IL,"Kankakee County, Illinois",0.122,13550,1.65,SNAP,1.85,Other Nutrition Program,0.598,0.016,0.386,0.164,4330,2.78,6433000
17093,IL,"Kendall County, Illinois",0.055,6710,1.65,SNAP,1.85,Other Nutrition Program,0.519,0.08,0.401,0.116,4180,2.77,3169000
17095,IL,"Knox County, Illinois",0.134,6910,1.65,SNAP,1.85,Other Nutrition Program,0.67,0.012,0.318,0.19,1930,2.64,3116000
17097,IL,"Lake County, Illinois",0.065,45980,1.65,SNAP,1.85,Other Nutrition Program,0.607,0.037,0.356,0.122,21530,3.23,25326000
17099,IL,"LaSalle County, Illinois",0.104,11510,1.65,SNAP,1.85,Other Nutrition Program,0.596,0.031,0.373,0.174,4230,2.73,5362000
17101,IL,"Lawrence County, Illinois",0.133,2190,1.65,SNAP,1.85,Other Nutrition Program,0.565,0.029,0.407,0.202,630,2.85,1064000
17103,IL,"Lee County, Illinois",0.099,3440,1.65,SNAP,1.85,Other Nutrition Program,0.582,0.021,0.397,0.149,1030,2.56,1503000
17105,IL,"Livingston County, Illinois",0.107,3940,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.044,0.372,0.165,1330,2.65,1782000
17107,IL,"Logan County, Illinois",0.1,2940,1.65,SNAP,1.85,Other Nutrition Program,0.477,0.025,0.498,0.153,860,2.44,1226000
17109,IL,"McDonough County, Illinois",0.143,4510,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.01,0.406,0.162,850,2.65,2042000
17111,IL,"McHenry County, Illinois",0.064,19740,1.65,SNAP,1.85,Other Nutrition Program,0.5,0.048,0.452,0.126,9540,3.04,10229000
17113,IL,"McLean County, Illinois",0.116,20070,1.65,SNAP,1.85,Other Nutrition Program,0.553,0.013,0.434,0.136,5160,2.91,9966000
17115,IL,"Macon County, Illinois",0.14,15070,1.65,SNAP,1.85,Other Nutrition Program,0.611,0.022,0.367,0.188,4520,2.67,6862000
17117,IL,"Macoupin County, Illinois",0.106,4880,1.65,SNAP,1.85,Other Nutrition Program,0.592,0.038,0.37,0.175,1730,3.16,2629000
17119,IL,"Madison County, Illinois",0.116,30920,1.65,SNAP,1.85,Other Nutrition Program,0.562,0.028,0.41,0.16,9390,2.77,14613000
17121,IL,"Marion County, Illinois",0.126,4840,1.65,SNAP,1.85,Other Nutrition Program,0.687,0.046,0.267,0.204,1780,2.81,2319000
17123,IL,"Marshall County, Illinois",0.092,1090,1.65,SNAP,1.85,Other Nutrition Program,0.551,0.054,0.395,0.16,390,2.8,521000
17125,IL,"Mason County, Illinois",0.116,1610,1.65,SNAP,1.85,Other Nutrition Program,0.656,0.066,0.278,0.189,550,2.74,752000
17127,IL,"Massac County, Illinois",0.136,1990,1.65,SNAP,1.85,Other Nutrition Program,0.637,0.045,0.318,0.194,630,2.7,915000
17129,IL,"Menard County, Illinois",0.095,1180,1.65,SNAP,1.85,Other Nutrition Program,0.521,0.062,0.417,0.171,470,2.8,563000
17131,IL,"Mercer County, Illinois",0.1,1570,1.65,SNAP,1.85,Other Nutrition Program,0.51,0.037,0.453,0.166,570,2.73,732000
17133,IL,"Monroe County, Illinois",0.067,2270,1.65,SNAP,1.85,Other Nutrition Program,0.389,0.067,0.544,0.113,870,3.16,1226000
17135,IL,"Montgomery County, Illinois",0.121,3540,1.65,SNAP,1.85,Other Nutrition Program,0.563,0.04,0.397,0.191,1120,2.54,1536000
17137,IL,"Morgan County, Illinois",0.12,4150,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.027,0.389,0.175,1190,2.53,1792000
17139,IL,"Moultrie County, Illinois",0.098,1450,1.65,SNAP,1.85,Other Nutrition Program,0.666,0.066,0.268,0.161,600,2.63,651000
17141,IL,"Ogle County, Illinois",0.09,4650,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.045,0.333,0.154,1830,2.63,2087000
17143,IL,"Peoria County, Illinois",0.143,26680,1.65,SNAP,1.85,Other Nutrition Program,0.617,0.02,0.364,0.177,7860,2.84,12923000
17145,IL,"Perry County, Illinois",0.125,2690,1.65,SNAP,1.85,Other Nutrition Program,0.523,0.039,0.438,0.18,740,2.85,1310000
17147,IL,"Piatt County, Illinois",0.075,1230,1.65,SNAP,1.85,Other Nutrition Program,0.461,0.075,0.465,0.13,480,2.83,593000
17149,IL,"Pike County, Illinois",0.111,1770,1.65,SNAP,1.85,Other Nutrition Program,0.707,0.039,0.254,0.171,610,2.67,808000
17151,IL,"Pope County, Illinois",0.112,490,1.65,SNAP,1.85,Other Nutrition Program,0.596,0.109,0.296,0.179,120,2.65,222000
17153,IL,"Pulaski County, Illinois",0.171,980,1.65,SNAP,1.85,Other Nutrition Program,0.873,0.049,0.079,0.2,250,2.72,455000
17155,IL,"Putnam County, Illinois",0.083,480,1.65,SNAP,1.85,Other Nutrition Program,0.489,0.05,0.461,0.165,190,2.75,225000
17157,IL,"Randolph County, Illinois",0.111,3630,1.65,SNAP,1.85,Other Nutrition Program,0.572,0.018,0.41,0.16,1010,2.47,1529000
17159,IL,"Richland County, Illinois",0.115,1830,1.65,SNAP,1.85,Other Nutrition Program,0.72,0.029,0.251,0.173,610,2.85,891000
17161,IL,"Rock Island County, Illinois",0.112,16430,1.65,SNAP,1.85,Other Nutrition Program,0.614,0.028,0.357,0.17,5570,2.68,7512000
17163,IL,"St. Clair County, Illinois",0.155,41100,1.65,SNAP,1.85,Other Nutrition Program,0.641,0.009,0.35,0.179,11280,2.86,20089000
17165,IL,"Saline County, Illinois",0.143,3480,1.65,SNAP,1.85,Other Nutrition Program,0.733,0.024,0.243,0.205,1100,2.53,1501000
17167,IL,"Sangamon County, Illinois",0.126,24950,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.01,0.405,0.173,7790,2.89,12297000
17169,IL,"Schuyler County, Illinois",0.13,930,1.65,SNAP,1.85,Other Nutrition Program,0.593,0.046,0.361,0.162,210,2.68,426000
17171,IL,"Scott County, Illinois",0.113,580,1.65,SNAP,1.85,Other Nutrition Program,0.609,0.025,0.366,0.172,200,2.62,260000
17173,IL,"Shelby County, Illinois",0.098,2150,1.65,SNAP,1.85,Other Nutrition Program,0.681,0.05,0.269,0.155,730,2.96,1085000
17175,IL,"Stark County, Illinois",0.111,610,1.65,SNAP,1.85,Other Nutrition Program,0.629,0.033,0.338,0.196,240,2.71,282000
17177,IL,"Stephenson County, Illinois",0.128,5870,1.65,SNAP,1.85,Other Nutrition Program,0.691,0.035,0.274,0.178,1770,2.73,2736000
17179,IL,"Tazewell County, Illinois",0.093,12570,1.65,SNAP,1.85,Other Nutrition Program,0.512,0.047,0.441,0.146,4530,2.72,5841000
17181,IL,"Union County, Illinois",0.117,2010,1.65,SNAP,1.85,Other Nutrition Program,0.682,0.025,0.294,0.18,660,2.75,944000
17183,IL,"Vermilion County, Illinois",0.147,11670,1.65,SNAP,1.85,Other Nutrition Program,0.661,0.025,0.314,0.207,3920,2.65,5282000
17185,IL,"Wabash County, Illinois",0.107,1240,1.65,SNAP,1.85,Other Nutrition Program,0.647,0.048,0.305,0.159,400,2.76,584000
17187,IL,"Warren County, Illinois",0.098,1710,1.65,SNAP,1.85,Other Nutrition Program,0.655,0.07,0.275,0.158,610,2.63,769000
17189,IL,"Washington County, Illinois",0.085,1210,1.65,SNAP,1.85,Other Nutrition Program,0.558,0.054,0.389,0.136,420,2.75,567000
17191,IL,"Wayne County, Illinois",0.12,1990,1.65,SNAP,1.85,Other Nutrition Program,0.651,0.044,0.305,0.2,750,2.75,932000
17193,IL,"White County, Illinois",0.108,1530,1.65,SNAP,1.85,Other Nutrition Program,0.662,0.046,0.292,0.171,530,2.69,702000
17195,IL,"Whiteside County, Illinois",0.088,4970,1.65,SNAP,1.85,Other Nutrition Program,0.646,0.082,0.272,0.149,1910,2.6,2203000
17197,IL,"Will County, Illinois",0.072,49530,1.65,SNAP,1.85,Other Nutrition Program,0.525,0.043,0.433,0.128,22940,3.01,25445000
17199,IL,"Williamson County, Illinois",0.12,8090,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.03,0.385,0.177,2620,2.67,3686000
17201,IL,"Winnebago County, Illinois",0.127,36390,1.65,SNAP,1.85,Other Nutrition Program,0.666,0.03,0.304,0.181,12370,2.74,16993000
17203,IL,"Woodford County, Illinois",0.079,3070,1.65,SNAP,1.85,Other Nutrition Program,0.452,0.053,0.495,0.142,1380,3.06,1605000
18001,IN,"Adams County, Indiana",0.124,4340,1.3,SNAP,1.85,Other Nutrition Program,0.65,0.101,0.249,0.191,2090,2.76,2046000
18003,IN,"Allen County, Indiana",0.133,48900,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.147,0.286,0.172,16520,2.86,23876000
18005,IN,"Bartholomew County, Indiana",0.109,8870,1.3,SNAP,1.85,Other Nutrition Program,0.529,0.123,0.348,0.16,3100,2.77,4187000
18007,IN,"Benton County, Indiana",0.119,1030,1.3,SNAP,1.85,Other Nutrition Program,0.62,0.184,0.197,0.179,390,2.81,494000
18009,IN,"Blackford County, Indiana",0.122,1490,1.3,SNAP,1.85,Other Nutrition Program,0.53,0.295,0.175,0.174,460,2.58,655000
18011,IN,"Boone County, Indiana",0.09,5690,1.3,SNAP,1.85,Other Nutrition Program,0.344,0.15,0.506,0.129,2180,2.86,2772000
18013,IN,"Brown County, Indiana",0.102,1540,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.212,0.285,0.143,400,2.74,721000
18015,IN,"Carroll County, Indiana",0.1,2010,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.214,0.292,0.15,690,2.68,918000
18017,IN,"Cass County, Indiana",0.107,4080,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.214,0.15,0.169,1530,2.37,1653000
18019,IN,"Clark County, Indiana",0.116,13320,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.174,0.332,0.154,4070,2.68,6095000
18021,IN,"Clay County, Indiana",0.121,3200,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.148,0.294,0.176,1080,2.41,1316000
18023,IN,"Clinton County, Indiana",0.1,3250,1.3,SNAP,1.85,Other Nutrition Program,0.602,0.2,0.198,0.163,1390,2.3,1278000
18025,IN,"Crawford County, Indiana",0.13,1380,1.3,SNAP,1.85,Other Nutrition Program,0.659,0.136,0.205,0.184,430,2.62,616000
18027,IN,"Daviess County, Indiana",0.113,3700,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.22,0.161,0.153,1460,2.8,1768000
18029,IN,"Dearborn County, Indiana",0.108,5330,1.3,SNAP,1.85,Other Nutrition Program,0.448,0.122,0.43,0.164,1890,2.48,2255000
18031,IN,"Decatur County, Indiana",0.115,3050,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.164,0.345,0.161,1050,2.47,1286000
18033,IN,"DeKalb County, Indiana",0.11,4690,1.3,SNAP,1.85,Other Nutrition Program,0.524,0.186,0.29,0.172,1810,2.91,2330000
18035,IN,"Delaware County, Indiana",0.161,18660,1.3,SNAP,1.85,Other Nutrition Program,0.625,0.098,0.277,0.195,4280,2.55,8106000
18037,IN,"Dubois County, Indiana",0.095,4030,1.3,SNAP,1.85,Other Nutrition Program,0.438,0.145,0.417,0.137,1430,2.65,1823000
18039,IN,"Elkhart County, Indiana",0.107,21670,1.3,SNAP,1.85,Other Nutrition Program,0.594,0.212,0.194,0.154,8710,2.71,10007000
18041,IN,"Fayette County, Indiana",0.15,3500,1.3,SNAP,1.85,Other Nutrition Program,0.659,0.129,0.212,0.204,1060,2.69,1608000
18043,IN,"Floyd County, Indiana",0.116,8870,1.3,SNAP,1.85,Other Nutrition Program,0.468,0.118,0.414,0.156,2750,2.8,4243000
18045,IN,"Fountain County, Indiana",0.12,2000,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.208,0.252,0.161,600,2.79,953000
18047,IN,"Franklin County, Indiana",0.105,2410,1.3,SNAP,1.85,Other Nutrition Program,0.523,0.083,0.394,0.151,830,3.09,1271000
18049,IN,"Fulton County, Indiana",0.114,2310,1.3,SNAP,1.85,Other Nutrition Program,0.515,0.201,0.284,0.163,790,2.81,1106000
18051,IN,"Gibson County, Indiana",0.11,3710,1.3,SNAP,1.85,Other Nutrition Program,0.514,0.173,0.313,0.154,1210,2.65,1676000
18053,IN,"Grant County, Indiana",0.149,10050,1.3,SNAP,1.85,Other Nutrition Program,0.603,0.141,0.256,0.21,2950,2.47,4230000
18055,IN,"Greene County, Indiana",0.121,3940,1.3,SNAP,1.85,Other Nutrition Program,0.542,0.154,0.304,0.176,1280,2.65,1784000
18057,IN,"Hamilton County, Indiana",0.082,25520,1.3,SNAP,1.85,Other Nutrition Program,0.277,0.13,0.593,0.119,10420,3.28,14299000
18059,IN,"Hancock County, Indiana",0.095,6900,1.3,SNAP,1.85,Other Nutrition Program,0.369,0.123,0.508,0.14,2440,2.73,3212000
18061,IN,"Harrison County, Indiana",0.11,4330,1.3,SNAP,1.85,Other Nutrition Program,0.517,0.125,0.358,0.156,1400,2.59,1912000
18063,IN,"Hendricks County, Indiana",0.09,14290,1.3,SNAP,1.85,Other Nutrition Program,0.303,0.156,0.541,0.125,5110,2.83,6893000
18065,IN,"Henry County, Indiana",0.132,6440,1.3,SNAP,1.85,Other Nutrition Program,0.549,0.134,0.317,0.193,1960,2.54,2794000
18067,IN,"Howard County, Indiana",0.141,11660,1.3,SNAP,1.85,Other Nutrition Program,0.568,0.103,0.329,0.188,3540,2.68,5337000
18069,IN,"Huntington County, Indiana",0.114,4160,1.3,SNAP,1.85,Other Nutrition Program,0.501,0.172,0.326,0.167,1340,2.53,1793000
18071,IN,"Jackson County, Indiana",0.118,5170,1.3,SNAP,1.85,Other Nutrition Program,0.581,0.118,0.301,0.166,1780,2.4,2119000
18073,IN,"Jasper County, Indiana",0.104,3490,1.3,SNAP,1.85,Other Nutrition Program,0.416,0.237,0.346,0.157,1270,3.06,1824000
18075,IN,"Jay County, Indiana",0.131,2770,1.3,SNAP,1.85,Other Nutrition Program,0.662,0.128,0.21,0.191,1040,2.85,1346000
18077,IN,"Jefferson County, Indiana",0.124,4010,1.3,SNAP,1.85,Other Nutrition Program,0.542,0.12,0.338,0.179,1190,2.44,1672000
18079,IN,"Jennings County, Indiana",0.123,3430,1.3,SNAP,1.85,Other Nutrition Program,0.534,0.217,0.25,0.177,1180,2.54,1486000
18081,IN,"Johnson County, Indiana",0.105,15680,1.3,SNAP,1.85,Other Nutrition Program,0.454,0.157,0.389,0.148,5600,2.74,7321000
18083,IN,"Knox County, Indiana",0.138,5200,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.132,0.309,0.183,1470,2.84,2524000
18085,IN,"Kosciusko County, Indiana",0.1,7850,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.209,0.287,0.153,2950,2.74,3673000
18087,IN,"LaGrange County, Indiana",0.092,3560,1.3,SNAP,1.85,Other Nutrition Program,0.518,0.373,0.109,0.144,1850,3.38,2055000
18089,IN,"Lake County, Indiana",0.143,69750,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.135,0.287,0.188,22240,2.81,33437000
18091,IN,"LaPorte County, Indiana",0.142,15700,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.103,0.338,0.202,4900,2.69,7214000
18093,IN,"Lawrence County, Indiana",0.116,5310,1.3,SNAP,1.85,Other Nutrition Program,0.554,0.178,0.268,0.175,1780,2.46,2227000
18095,IN,"Madison County, Indiana",0.144,18640,1.3,SNAP,1.85,Other Nutrition Program,0.591,0.136,0.274,0.193,5530,2.68,8521000
18097,IN,"Marion County, Indiana",0.174,163410,1.3,SNAP,1.85,Other Nutrition Program,0.626,0.156,0.218,0.19,44320,2.76,76832000
18099,IN,"Marshall County, Indiana",0.1,4670,1.3,SNAP,1.85,Other Nutrition Program,0.612,0.19,0.199,0.149,1770,2.59,2066000
18101,IN,"Martin County, Indiana",0.114,1160,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.143,0.315,0.173,400,2.58,510000
18103,IN,"Miami County, Indiana",0.136,4900,1.3,SNAP,1.85,Other Nutrition Program,0.585,0.168,0.247,0.195,1530,2.42,2021000
18105,IN,"Monroe County, Indiana",0.168,24260,1.3,SNAP,1.85,Other Nutrition Program,0.608,0.055,0.337,0.176,4070,2.99,12366000
18107,IN,"Montgomery County, Indiana",0.107,4120,1.3,SNAP,1.85,Other Nutrition Program,0.474,0.201,0.325,0.156,1380,2.82,1984000
18109,IN,"Morgan County, Indiana",0.112,7760,1.3,SNAP,1.85,Other Nutrition Program,0.477,0.136,0.387,0.171,2780,2.9,3838000
18111,IN,"Newton County, Indiana",0.121,1700,1.3,SNAP,1.85,Other Nutrition Program,0.583,0.171,0.246,0.194,600,2.8,814000
18113,IN,"Noble County, Indiana",0.094,4470,1.3,SNAP,1.85,Other Nutrition Program,0.485,0.31,0.204,0.144,1740,2.83,2158000
18115,IN,"Ohio County, Indiana",0.095,560,1.3,SNAP,1.85,Other Nutrition Program,0.283,0.144,0.574,0.127,150,2.88,275000
18117,IN,"Orange County, Indiana",0.128,2520,1.3,SNAP,1.85,Other Nutrition Program,0.611,0.203,0.186,0.191,880,2.53,1088000
18119,IN,"Owen County, Indiana",0.127,2670,1.3,SNAP,1.85,Other Nutrition Program,0.586,0.098,0.316,0.201,910,3.14,1431000
18121,IN,"Parke County, Indiana",0.125,2130,1.3,SNAP,1.85,Other Nutrition Program,0.522,0.252,0.226,0.174,640,2.65,962000
18123,IN,"Perry County, Indiana",0.125,2410,1.3,SNAP,1.85,Other Nutrition Program,0.543,0.096,0.361,0.184,750,2.61,1075000
18125,IN,"Pike County, Indiana",0.107,1330,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.171,0.277,0.171,480,2.7,613000
18127,IN,"Porter County, Indiana",0.104,17470,1.3,SNAP,1.85,Other Nutrition Program,0.461,0.094,0.445,0.157,5970,2.97,8840000
18129,IN,"Posey County, Indiana",0.1,2560,1.3,SNAP,1.85,Other Nutrition Program,0.427,0.114,0.459,0.143,810,3.06,1338000
18131,IN,"Pulaski County, Indiana",0.117,1490,1.3,SNAP,1.85,Other Nutrition Program,0.562,0.168,0.27,0.172,500,2.61,663000
18133,IN,"Putnam County, Indiana",0.117,4400,1.3,SNAP,1.85,Other Nutrition Program,0.411,0.141,0.448,0.177,1300,2.5,1876000
18135,IN,"Randolph County, Indiana",0.13,3280,1.3,SNAP,1.85,Other Nutrition Program,0.629,0.119,0.252,0.195,1150,2.36,1321000
18137,IN,"Ripley County, Indiana",0.11,3120,1.3,SNAP,1.85,Other Nutrition Program,0.475,0.188,0.336,0.164,1120,2.68,1427000
18139,IN,"Rush County, Indiana",0.133,2230,1.3,SNAP,1.85,Other Nutrition Program,0.616,0.098,0.286,0.187,720,2.68,1018000
18141,IN,"St. Joseph County, Indiana",0.141,37850,1.3,SNAP,1.85,Other Nutrition Program,0.574,0.135,0.291,0.181,11650,2.87,18554000
18143,IN,"Scott County, Indiana",0.121,2880,1.3,SNAP,1.85,Other Nutrition Program,0.551,0.15,0.298,0.181,990,2.62,1288000
18145,IN,"Shelby County, Indiana",0.108,4800,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.194,0.315,0.157,1610,2.54,2082000
18147,IN,"Spencer County, Indiana",0.101,2080,1.3,SNAP,1.85,Other Nutrition Program,0.439,0.156,0.405,0.155,720,2.79,989000
18149,IN,"Starke County, Indiana",0.126,2890,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.195,0.188,0.191,1030,2.64,1300000
18151,IN,"Steuben County, Indiana",0.102,3510,1.3,SNAP,1.85,Other Nutrition Program,0.452,0.205,0.344,0.157,1130,2.62,1572000
18153,IN,"Sullivan County, Indiana",0.137,2860,1.3,SNAP,1.85,Other Nutrition Program,0.522,0.181,0.297,0.187,790,2.77,1351000
18155,IN,"Switzerland County, Indiana",0.144,1530,1.3,SNAP,1.85,Other Nutrition Program,0.688,0.14,0.172,0.203,540,2.75,717000
18157,IN,"Tippecanoe County, Indiana",0.15,27880,1.3,SNAP,1.85,Other Nutrition Program,0.593,0.089,0.318,0.163,6300,2.85,13537000
18159,IN,"Tipton County, Indiana",0.101,1550,1.3,SNAP,1.85,Other Nutrition Program,0.512,0.145,0.343,0.17,550,2.94,778000
18161,IN,"Union County, Indiana",0.109,790,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.222,0.199,0.142,240,2.95,398000
18163,IN,"Vanderburgh County, Indiana",0.15,27200,1.3,SNAP,1.85,Other Nutrition Program,0.587,0.126,0.287,0.19,7550,2.69,12472000
18165,IN,"Vermillion County, Indiana",0.131,2050,1.3,SNAP,1.85,Other Nutrition Program,0.506,0.243,0.251,0.186,650,2.65,926000
18167,IN,"Vigo County, Indiana",0.161,17340,1.3,SNAP,1.85,Other Nutrition Program,0.617,0.122,0.262,0.199,4440,2.69,7951000
18169,IN,"Wabash County, Indiana",0.119,3800,1.3,SNAP,1.85,Other Nutrition Program,0.501,0.149,0.35,0.184,1250,2.85,1848000
18171,IN,"Warren County, Indiana",0.1,820,1.3,SNAP,1.85,Other Nutrition Program,0.474,0.167,0.359,0.162,290,2.79,391000
18173,IN,"Warrick County, Indiana",0.096,5880,1.3,SNAP,1.85,Other Nutrition Program,0.408,0.123,0.469,0.142,2140,2.75,2761000
18175,IN,"Washington County, Indiana",0.121,3350,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.173,0.25,0.172,1130,2.47,1413000
18177,IN,"Wayne County, Indiana",0.146,9780,1.3,SNAP,1.85,Other Nutrition Program,0.597,0.146,0.257,0.195,2900,2.64,4410000
18179,IN,"Wells County, Indiana",0.104,2900,1.3,SNAP,1.85,Other Nutrition Program,0.498,0.156,0.346,0.157,1080,2.79,1379000
18181,IN,"White County, Indiana",0.097,2360,1.3,SNAP,1.85,Other Nutrition Program,0.49,0.247,0.263,0.15,850,2.8,1126000
18183,IN,"Whitley County, Indiana",0.101,3370,1.3,SNAP,1.85,Other Nutrition Program,0.491,0.105,0.404,0.155,1210,2.55,1466000
19001,IA,"Adair County, Iowa",0.102,730,1.6,SNAP,1.85,Other Nutrition Program,0.56,0.057,0.383,0.154,240,2.98,372000
19003,IA,"Adams County, Iowa",0.103,390,1.6,SNAP,1.85,Other Nutrition Program,0.534,0.086,0.38,0.143,110,2.81,187000
19005,IA,"Allamakee County, Iowa",0.107,1490,1.6,SNAP,1.85,Other Nutrition Program,0.595,0.056,0.349,0.165,520,2.76,701000
19007,IA,"Appanoose County, Iowa",0.129,1610,1.6,SNAP,1.85,Other Nutrition Program,0.659,0.053,0.288,0.2,550,2.45,673000
19009,IA,"Audubon County, Iowa",0.108,620,1.6,SNAP,1.85,Other Nutrition Program,0.555,0.104,0.341,0.165,190,2.86,303000
19011,IA,"Benton County, Iowa",0.095,2430,1.6,SNAP,1.85,Other Nutrition Program,0.466,0.052,0.483,0.149,920,2.91,1207000
19013,IA,"Black Hawk County, Iowa",0.138,18360,1.6,SNAP,1.85,Other Nutrition Program,0.591,0.028,0.381,0.172,4940,2.75,8617000
19015,IA,"Boone County, Iowa",0.097,2570,1.6,SNAP,1.85,Other Nutrition Program,0.571,0.042,0.386,0.147,880,2.89,1266000
19017,IA,"Bremer County, Iowa",0.09,2230,1.6,SNAP,1.85,Other Nutrition Program,0.425,0.053,0.523,0.137,750,3.04,1155000
19019,IA,"Buchanan County, Iowa",0.095,2010,1.6,SNAP,1.85,Other Nutrition Program,0.467,0.07,0.463,0.146,820,2.89,992000
19021,IA,"Buena Vista County, Iowa",0.088,1790,1.6,SNAP,1.85,Other Nutrition Program,0.715,0.064,0.22,0.158,830,2.85,870000
19023,IA,"Butler County, Iowa",0.103,1530,1.6,SNAP,1.85,Other Nutrition Program,0.471,0.075,0.453,0.163,550,2.8,731000
19025,IA,"Calhoun County, Iowa",0.12,1170,1.6,SNAP,1.85,Other Nutrition Program,0.547,0.028,0.425,0.182,370,2.73,546000
19027,IA,"Carroll County, Iowa",0.101,2070,1.6,SNAP,1.85,Other Nutrition Program,0.501,0.081,0.418,0.146,730,2.9,1023000
19029,IA,"Cass County, Iowa",0.126,1670,1.6,SNAP,1.85,Other Nutrition Program,0.608,0.002,0.39,0.198,590,2.77,789000
