FIPS,State,"County, State",2017 Food Insecurity Rate,# of Food Insecure Persons in 2017,Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,2017 Child food insecurity rate,# of Food Insecure Children in 2017,% food insecure children in HH w/ HH incomes below 185 FPL in 2017,% food insecure children in HH w/ HH incomes above 185 FPL in 2017,2017 Cost Per Meal,2017 Weighted Annual Food Budget Shortfall
13045,GA,"Carroll County, Georgia",14.0%," 16,130 ",130%,SNAP,185%,Other Nutrition Program,60.0%,11.3%,28.7%,21.6%," 6,010 ",76%,24%,$2.86,"$7,876,000.00"
13047,GA,"Catoosa County, Georgia",9.5%," 6,250 ",130%,SNAP,185%,Other Nutrition Program,46.6%,13.7%,39.7%,18.4%," 2,850 ",58%,42%,$2.86,"$3,047,000.00"
13049,GA,"Charlton County, Georgia",15.2%," 1,970 ",130%,SNAP,185%,Other Nutrition Program,57.5%,10.3%,32.3%,24.6%, 620 ,77%,23%,$3.27,"$1,101,000.00"
13051,GA,"Chatham County, Georgia",16.6%," 47,310 ",130%,SNAP,185%,Other Nutrition Program,50.0%,13.6%,36.4%,20.5%," 12,900 ",64%,36%,$3.28,"$26,490,000.00"
13053,GA,"Chattahoochee County, Georgia",16.4%," 1,820 ",130%,SNAP,185%,Other Nutrition Program,38.1%,19.4%,42.6%,22.0%, 540 ,82%,18%,$3.12,"$970,000.00"
13055,GA,"Chattooga County, Georgia",14.3%," 3,560 ",130%,SNAP,185%,Other Nutrition Program,62.8%,14.7%,22.5%,23.1%," 1,300 ",88%,12%,$2.87,"$1,745,000.00"
13057,GA,"Cherokee County, Georgia",7.5%," 17,630 ",130%,SNAP,185%,Other Nutrition Program,45.4%,12.3%,42.2%,16.2%," 9,790 ",49%,52%,$3.13,"$9,415,000.00"
13059,GA,"Clarke County, Georgia",20.6%," 25,440 ",130%,SNAP,185%,Other Nutrition Program,66.3%,5.8%,27.8%,24.2%," 5,200 ",67%,33%,$3.13,"$13,609,000.00"
13061,GA,"Clay County, Georgia",27.4%, 830 ,130%,SNAP,185%,Other Nutrition Program,81.0%,11.5%,7.5%,33.9%, 240 ,82%,18%,$2.96,"$419,000.00"
13063,GA,"Clayton County, Georgia",21.1%," 57,790 ",130%,SNAP,185%,Other Nutrition Program,60.0%,22.2%,17.9%,22.6%," 17,490 ",70%,30%,$2.70,"$26,578,000.00"
13065,GA,"Clinch County, Georgia",20.6%," 1,400 ",130%,SNAP,185%,Other Nutrition Program,75.9%,3.9%,20.2%,27.1%, 490 ,78%,23%,$2.84,"$679,000.00"
13067,GA,"Cobb County, Georgia",11.1%," 81,880 ",130%,SNAP,185%,Other Nutrition Program,44.1%,14.6%,41.3%,16.5%," 29,680 ",59%,41%,$3.30,"$46,090,000.00"
13069,GA,"Coffee County, Georgia",15.8%," 6,810 ",130%,SNAP,185%,Other Nutrition Program,59.8%,13.7%,26.5%,23.4%," 2,480 ",80%,20%,$2.65,"$3,083,000.00"
13071,GA,"Colquitt County, Georgia",14.8%," 6,780 ",130%,SNAP,185%,Other Nutrition Program,73.2%,14.3%,12.5%,23.7%," 2,900 ",80%,20%,$2.81,"$3,252,000.00"
13073,GA,"Columbia County, Georgia",9.1%," 13,050 ",130%,SNAP,185%,Other Nutrition Program,36.4%,12.9%,50.7%,16.2%," 6,040 ",46%,55%,$2.99,"$6,649,000.00"
13075,GA,"Cook County, Georgia",16.2%," 2,780 ",130%,SNAP,185%,Other Nutrition Program,69.3%,13.8%,16.9%,22.3%," 1,000 ",80%,20%,$2.96,"$1,404,000.00"
13077,GA,"Coweta County, Georgia",10.5%," 14,480 ",130%,SNAP,185%,Other Nutrition Program,44.3%,15.3%,40.4%,18.1%," 6,370 ",60%,40%,$3.10,"$7,649,000.00"
13079,GA,"Crawford County, Georgia",14.3%," 1,770 ",130%,SNAP,185%,Other Nutrition Program,56.4%,19.3%,24.3%,21.4%, 570 ,82%,18%,$2.93,"$884,000.00"
13081,GA,"Crisp County, Georgia",21.2%," 4,870 ",130%,SNAP,185%,Other Nutrition Program,72.8%,15.6%,11.6%,25.4%," 1,450 ",83%,17%,$2.83,"$2,353,000.00"
13083,GA,"Dade County, Georgia",11.2%," 1,820 ",130%,SNAP,185%,Other Nutrition Program,48.8%,17.4%,33.8%,21.2%, 660 ,85%,15%,$3.05,"$947,000.00"
13085,GA,"Dawson County, Georgia",8.4%," 1,970 ",130%,SNAP,185%,Other Nutrition Program,45.4%,23.8%,30.8%,18.2%, 910 ,78%,22%,$3.43,"$1,152,000.00"
13087,GA,"Decatur County, Georgia",18.9%," 5,110 ",130%,SNAP,185%,Other Nutrition Program,63.7%,13.6%,22.7%,22.8%," 1,520 ",73%,27%,$3.02,"$2,636,000.00"
13089,GA,"DeKalb County, Georgia",17.9%," 131,820 ",130%,SNAP,185%,Other Nutrition Program,52.7%,14.8%,32.4%,20.6%," 35,730 ",65%,35%,$3.17,"$71,349,000.00"
13091,GA,"Dodge County, Georgia",17.3%," 3,650 ",130%,SNAP,185%,Other Nutrition Program,60.1%,7.5%,32.4%,24.2%," 1,040 ",79%,21%,$2.86,"$1,779,000.00"
13093,GA,"Dooly County, Georgia",18.9%," 2,660 ",130%,SNAP,185%,Other Nutrition Program,58.4%,17.4%,24.1%,22.5%, 590 ,79%,22%,$2.94,"$1,333,000.00"
13095,GA,"Dougherty County, Georgia",25.5%," 23,360 ",130%,SNAP,185%,Other Nutrition Program,67.1%,14.3%,18.7%,27.1%," 6,130 ",70%,31%,$2.90,"$11,553,000.00"
13097,GA,"Douglas County, Georgia",14.9%," 20,920 ",130%,SNAP,185%,Other Nutrition Program,48.1%,18.2%,33.7%,18.2%," 6,780 ",65%,35%,$2.95,"$10,520,000.00"
13099,GA,"Early County, Georgia",20.7%," 2,160 ",130%,SNAP,185%,Other Nutrition Program,74.4%,8.9%,16.8%,26.0%, 670 ,76%,24%,$3.09,"$1,140,000.00"
13101,GA,"Echols County, Georgia",11.5%, 460 ,130%,SNAP,185%,Other Nutrition Program,67.2%,4.4%,28.4%,20.2%, 230 ,64%,36%,$2.90,"$228,000.00"
13103,GA,"Effingham County, Georgia",9.6%," 5,500 ",130%,SNAP,185%,Other Nutrition Program,44.0%,17.9%,38.1%,17.4%," 2,670 ",61%,39%,$3.01,"$2,822,000.00"
13105,GA,"Elbert County, Georgia",16.1%," 3,110 ",130%,SNAP,185%,Other Nutrition Program,62.0%,15.9%,22.1%,23.4%, 990 ,70%,30%,$2.99,"$1,588,000.00"
13107,GA,"Emanuel County, Georgia",19.6%," 4,420 ",130%,SNAP,185%,Other Nutrition Program,66.9%,15.4%,17.8%,27.6%," 1,570 ",83%,17%,$2.58,"$1,944,000.00"
13109,GA,"Evans County, Georgia",16.1%," 1,730 ",130%,SNAP,185%,Other Nutrition Program,64.4%,6.9%,28.7%,23.8%, 680 ,69%,31%,$3.03,"$893,000.00"
13111,GA,"Fannin County, Georgia",10.8%," 2,640 ",130%,SNAP,185%,Other Nutrition Program,56.9%,13.5%,29.6%,19.9%, 850 ,73%,28%,$3.11,"$1,402,000.00"
13113,GA,"Fayette County, Georgia",8.4%," 9,260 ",130%,SNAP,185%,Other Nutrition Program,33.3%,12.1%,54.5%,14.8%," 3,890 ",44%,56%,$3.25,"$5,137,000.00"
13115,GA,"Floyd County, Georgia",13.3%," 12,820 ",130%,SNAP,185%,Other Nutrition Program,58.0%,14.2%,27.8%,21.2%," 4,810 ",79%,21%,$2.80,"$6,135,000.00"
13117,GA,"Forsyth County, Georgia",5.3%," 11,110 ",130%,SNAP,185%,Other Nutrition Program,40.0%,10.8%,49.1%,14.7%," 8,910 ",36%,64%,$3.41,"$6,461,000.00"
13119,GA,"Franklin County, Georgia",14.8%," 3,310 ",130%,SNAP,185%,Other Nutrition Program,65.8%,5.1%,29.1%,23.6%," 1,170 ",75%,25%,$2.88,"$1,626,000.00"
13121,GA,"Fulton County, Georgia",16.7%," 168,680 ",130%,SNAP,185%,Other Nutrition Program,47.5%,11.8%,40.8%,19.4%," 44,690 ",61%,39%,$3.61,"$103,936,000.00"
13123,GA,"Gilmer County, Georgia",10.6%," 3,130 ",130%,SNAP,185%,Other Nutrition Program,61.0%,13.3%,25.7%,23.8%," 1,430 ",78%,22%,$2.89,"$1,543,000.00"
13125,GA,"Glascock County, Georgia",10.8%, 330 ,130%,SNAP,185%,Other Nutrition Program,47.6%,32.5%,19.9%,17.6%, 120 ,100%,0%,$2.73,"$154,000.00"
13127,GA,"Glynn County, Georgia",15.1%," 12,580 ",130%,SNAP,185%,Other Nutrition Program,55.5%,14.5%,30.0%,22.5%," 4,290 ",75%,25%,$3.33,"$7,142,000.00"
13129,GA,"Gordon County, Georgia",11.0%," 6,230 ",130%,SNAP,185%,Other Nutrition Program,61.8%,21.0%,17.2%,22.2%," 3,170 ",85%,15%,$2.68,"$2,851,000.00"
13131,GA,"Grady County, Georgia",16.5%," 4,140 ",130%,SNAP,185%,Other Nutrition Program,65.2%,20.1%,14.7%,24.7%," 1,560 ",82%,18%,$2.74,"$1,934,000.00"
13133,GA,"Greene County, Georgia",16.2%," 2,710 ",130%,SNAP,185%,Other Nutrition Program,62.4%,16.3%,21.3%,23.4%, 760 ,80%,20%,$3.22,"$1,487,000.00"
13135,GA,"Gwinnett County, Georgia",10.2%," 90,640 ",130%,SNAP,185%,Other Nutrition Program,51.1%,21.7%,27.3%,17.1%," 42,210 ",67%,33%,$2.93,"$45,246,000.00"
13137,GA,"Habersham County, Georgia",9.8%," 4,280 ",130%,SNAP,185%,Other Nutrition Program,57.7%,16.5%,25.8%,19.9%," 1,990 ",81%,19%,$2.88,"$2,106,000.00"
13139,GA,"Hall County, Georgia",8.0%," 15,340 ",130%,SNAP,185%,Other Nutrition Program,62.6%,18.1%,19.3%,18.8%," 9,550 ",72%,29%,$3.00,"$7,847,000.00"
13141,GA,"Hancock County, Georgia",23.7%," 2,060 ",130%,SNAP,185%,Other Nutrition Program,50.4%,8.2%,41.3%,29.6%, 370 ,70%,30%,$2.89,"$1,015,000.00"
13143,GA,"Haralson County, Georgia",12.7%," 3,650 ",130%,SNAP,185%,Other Nutrition Program,58.9%,13.6%,27.5%,22.3%," 1,550 ",73%,27%,$2.95,"$1,836,000.00"
13145,GA,"Harris County, Georgia",8.8%," 2,940 ",130%,SNAP,185%,Other Nutrition Program,34.8%,19.6%,45.5%,16.0%," 1,170 ",49%,51%,$3.31,"$1,663,000.00"
13147,GA,"Hart County, Georgia",13.4%," 3,430 ",130%,SNAP,185%,Other Nutrition Program,62.0%,16.8%,21.3%,20.7%," 1,120 ",90%,10%,$2.76,"$1,614,000.00"
13149,GA,"Heard County, Georgia",13.4%," 1,560 ",130%,SNAP,185%,Other Nutrition Program,58.8%,15.1%,26.0%,22.0%, 590 ,77%,23%,$3.01,"$802,000.00"
13151,GA,"Henry County, Georgia",13.7%," 29,740 ",130%,SNAP,185%,Other Nutrition Program,42.2%,16.2%,41.6%,18.0%," 10,450 ",64%,36%,$2.97,"$15,054,000.00"
13153,GA,"Houston County, Georgia",14.6%," 21,890 ",130%,SNAP,185%,Other Nutrition Program,51.5%,13.7%,34.7%,20.5%," 7,960 ",69%,31%,$2.94,"$10,988,000.00"
13155,GA,"Irwin County, Georgia",17.8%," 1,650 ",130%,SNAP,185%,Other Nutrition Program,68.1%,13.1%,18.8%,25.6%, 520 ,87%,13%,$2.79,"$785,000.00"
13157,GA,"Jackson County, Georgia",9.0%," 5,770 ",130%,SNAP,185%,Other Nutrition Program,52.6%,15.3%,32.1%,17.2%," 2,800 ",62%,38%,$3.48,"$3,430,000.00"
13159,GA,"Jasper County, Georgia",13.8%," 1,890 ",130%,SNAP,185%,Other Nutrition Program,67.3%,16.9%,15.8%,20.9%, 680 ,94%,7%,$2.90,"$936,000.00"
13161,GA,"Jeff Davis County, Georgia",13.5%," 2,030 ",130%,SNAP,185%,Other Nutrition Program,67.8%,14.0%,18.2%,22.5%, 910 ,92%,8%,$2.72,"$944,000.00"
13163,GA,"Jefferson County, Georgia",21.4%," 3,420 ",130%,SNAP,185%,Other Nutrition Program,65.1%,20.3%,14.6%,26.9%," 1,030 ",75%,25%,$2.90,"$1,693,000.00"
13165,GA,"Jenkins County, Georgia",19.9%," 1,780 ",130%,SNAP,185%,Other Nutrition Program,73.9%,15.1%,11.0%,27.7%, 600 ,69%,31%,$2.90,"$880,000.00"
13167,GA,"Johnson County, Georgia",16.8%," 1,650 ",130%,SNAP,185%,Other Nutrition Program,55.3%,19.2%,25.5%,24.0%, 480 ,64%,36%,$2.81,"$791,000.00"
13169,GA,"Jones County, Georgia",12.4%," 3,540 ",130%,SNAP,185%,Other Nutrition Program,53.5%,10.7%,35.8%,19.4%," 1,330 ",66%,34%,$2.62,"$1,582,000.00"
13171,GA,"Lamar County, Georgia",16.6%," 3,040 ",130%,SNAP,185%,Other Nutrition Program,55.8%,12.5%,31.7%,23.4%, 900 ,76%,24%,$2.99,"$1,550,000.00"
13173,GA,"Lanier County, Georgia",17.9%," 1,860 ",130%,SNAP,185%,Other Nutrition Program,64.7%,6.9%,28.3%,23.6%, 620 ,76%,24%,$2.95,"$935,000.00"
13175,GA,"Laurens County, Georgia",19.6%," 9,290 ",130%,SNAP,185%,Other Nutrition Program,66.8%,12.4%,20.8%,25.3%," 2,980 ",78%,22%,$2.95,"$4,674,000.00"
13177,GA,"Lee County, Georgia",11.3%," 3,320 ",130%,SNAP,185%,Other Nutrition Program,43.6%,12.2%,44.1%,18.5%," 1,450 ",60%,40%,$3.17,"$1,797,000.00"
13179,GA,"Liberty County, Georgia",17.3%," 10,720 ",130%,SNAP,185%,Other Nutrition Program,53.9%,27.9%,18.2%,20.4%," 3,640 ",82%,18%,$2.93,"$5,360,000.00"
13181,GA,"Lincoln County, Georgia",16.9%," 1,310 ",130%,SNAP,185%,Other Nutrition Program,56.0%,21.9%,22.0%,25.1%, 380 ,74%,26%,$2.96,"$662,000.00"
13183,GA,"Long County, Georgia",13.9%," 2,490 ",130%,SNAP,185%,Other Nutrition Program,63.0%,17.5%,19.5%,21.7%," 1,100 ",81%,19%,$2.86,"$1,214,000.00"
13185,GA,"Lowndes County, Georgia",18.8%," 21,370 ",130%,SNAP,185%,Other Nutrition Program,61.8%,15.3%,22.9%,22.3%," 6,100 ",73%,28%,$3.05,"$11,106,000.00"
13187,GA,"Lumpkin County, Georgia",12.4%," 3,910 ",130%,SNAP,185%,Other Nutrition Program,60.6%,6.9%,32.6%,19.6%," 1,150 ",69%,31%,$3.11,"$2,077,000.00"
13189,GA,"McDuffie County, Georgia",19.8%," 4,250 ",130%,SNAP,185%,Other Nutrition Program,60.1%,9.6%,30.3%,27.3%," 1,550 ",66%,34%,$2.69,"$1,948,000.00"
13191,GA,"McIntosh County, Georgia",15.9%," 2,230 ",130%,SNAP,185%,Other Nutrition Program,55.7%,15.8%,28.5%,22.7%, 570 ,75%,26%,$3.08,"$1,173,000.00"
13193,GA,"Macon County, Georgia",22.8%," 3,110 ",130%,SNAP,185%,Other Nutrition Program,63.0%,14.2%,22.8%,26.1%, 690 ,90%,10%,$2.95,"$1,564,000.00"
13195,GA,"Madison County, Georgia",11.7%," 3,340 ",130%,SNAP,185%,Other Nutrition Program,68.2%,11.4%,20.4%,20.9%," 1,380 ",85%,15%,$3.18,"$1,814,000.00"
13197,GA,"Marion County, Georgia",17.8%," 1,520 ",130%,SNAP,185%,Other Nutrition Program,56.0%,16.8%,27.2%,25.0%, 470 ,80%,21%,$2.95,"$764,000.00"
13199,GA,"Meriwether County, Georgia",18.3%," 3,870 ",130%,SNAP,185%,Other Nutrition Program,61.5%,17.1%,21.3%,23.6%," 1,100 ",75%,25%,$3.16,"$2,087,000.00"
13201,GA,"Miller County, Georgia",17.1%," 1,010 ",130%,SNAP,185%,Other Nutrition Program,57.8%,15.4%,26.8%,24.9%, 340 ,77%,23%,$2.99,"$515,000.00"
13205,GA,"Mitchell County, Georgia",20.5%," 4,630 ",130%,SNAP,185%,Other Nutrition Program,58.2%,15.1%,26.7%,25.7%," 1,370 ",71%,29%,$2.72,"$2,148,000.00"
13207,GA,"Monroe County, Georgia",12.3%," 3,310 ",130%,SNAP,185%,Other Nutrition Program,46.9%,19.6%,33.5%,16.9%, 940 ,75%,25%,$2.92,"$1,649,000.00"
13209,GA,"Montgomery County, Georgia",15.3%," 1,370 ",130%,SNAP,185%,Other Nutrition Program,48.3%,14.2%,37.5%,22.7%, 440 ,73%,27%,$2.72,"$637,000.00"
13211,GA,"Morgan County, Georgia",12.3%," 2,210 ",130%,SNAP,185%,Other Nutrition Program,46.8%,19.3%,33.9%,19.2%, 790 ,66%,34%,$3.02,"$1,140,000.00"
13213,GA,"Murray County, Georgia",11.2%," 4,410 ",130%,SNAP,185%,Other Nutrition Program,63.9%,16.2%,19.9%,22.6%," 2,260 ",84%,16%,$2.69,"$2,024,000.00"
13215,GA,"Muscogee County, Georgia",19.7%," 39,230 ",130%,SNAP,185%,Other Nutrition Program,55.5%,16.3%,28.2%,23.4%," 11,550 ",69%,31%,$3.18,"$21,294,000.00"
13217,GA,"Newton County, Georgia",16.1%," 16,920 ",130%,SNAP,185%,Other Nutrition Program,50.4%,16.8%,32.8%,20.5%," 5,790 ",66%,34%,$2.87,"$8,284,000.00"
13219,GA,"Oconee County, Georgia",6.8%," 2,460 ",130%,SNAP,185%,Other Nutrition Program,36.0%,13.7%,50.3%,15.7%," 1,510 ",45%,55%,$3.43,"$1,438,000.00"
13221,GA,"Oglethorpe County, Georgia",12.6%," 1,850 ",130%,SNAP,185%,Other Nutrition Program,60.4%,14.9%,24.6%,22.5%, 720 ,79%,21%,$3.25,"$1,027,000.00"
13223,GA,"Paulding County, Georgia",9.9%," 15,120 ",130%,SNAP,185%,Other Nutrition Program,43.1%,20.9%,36.0%,17.0%," 7,120 ",63%,37%,$3.01,"$7,763,000.00"
13225,GA,"Peach County, Georgia",17.1%," 4,630 ",130%,SNAP,185%,Other Nutrition Program,52.1%,19.5%,28.4%,21.7%," 1,280 ",76%,24%,$3.31,"$2,618,000.00"
13227,GA,"Pickens County, Georgia",8.4%," 2,560 ",130%,SNAP,185%,Other Nutrition Program,47.0%,21.9%,31.1%,17.6%," 1,090 ",77%,23%,$3.25,"$1,421,000.00"
13229,GA,"Pierce County, Georgia",12.9%," 2,470 ",130%,SNAP,185%,Other Nutrition Program,60.7%,9.8%,29.5%,22.1%," 1,070 ",72%,28%,$2.73,"$1,149,000.00"
13231,GA,"Pike County, Georgia",10.2%," 1,830 ",130%,SNAP,185%,Other Nutrition Program,42.6%,18.8%,38.6%,18.3%, 800 ,68%,32%,$2.99,"$935,000.00"
13233,GA,"Polk County, Georgia",12.8%," 5,310 ",130%,SNAP,185%,Other Nutrition Program,63.5%,18.7%,17.8%,22.9%," 2,470 ",88%,12%,$2.78,"$2,522,000.00"
13235,GA,"Pulaski County, Georgia",17.5%," 2,000 ",130%,SNAP,185%,Other Nutrition Program,57.9%,15.4%,26.8%,25.7%, 500 ,79%,21%,$2.91,"$993,000.00"
13237,GA,"Putnam County, Georgia",13.7%," 2,940 ",130%,SNAP,185%,Other Nutrition Program,53.7%,21.6%,24.8%,21.4%, 900 ,92%,9%,$2.80,"$1,406,000.00"
13239,GA,"Quitman County, Georgia",19.6%, 420 ,130%,SNAP,185%,Other Nutrition Program,63.9%,19.1%,17.0%,27.8%, 100 ,76%,25%,$3.05,"$219,000.00"
13241,GA,"Rabun County, Georgia",11.7%," 1,910 ",130%,SNAP,185%,Other Nutrition Program,65.1%,8.6%,26.4%,23.2%, 660 ,92%,8%,$2.85,"$930,000.00"
13243,GA,"Randolph County, Georgia",24.9%," 1,790 ",130%,SNAP,185%,Other Nutrition Program,75.5%,9.9%,14.7%,32.5%, 540 ,74%,27%,$3.07,"$937,000.00"
13245,GA,"Richmond County, Georgia",21.4%," 43,130 ",130%,SNAP,185%,Other Nutrition Program,59.5%,16.8%,23.7%,24.8%," 11,710 ",72%,28%,$2.92,"$21,526,000.00"
13247,GA,"Rockdale County, Georgia",16.2%," 14,350 ",130%,SNAP,185%,Other Nutrition Program,51.3%,20.3%,28.4%,20.0%," 4,520 ",70%,30%,$2.93,"$7,173,000.00"
13249,GA,"Schley County, Georgia",16.5%, 850 ,130%,SNAP,185%,Other Nutrition Program,59.5%,18.8%,21.7%,24.0%, 320 ,84%,16%,$2.86,"$414,000.00"
13251,GA,"Screven County, Georgia",18.8%," 2,640 ",130%,SNAP,185%,Other Nutrition Program,65.5%,20.8%,13.7%,25.6%, 790 ,88%,12%,$2.96,"$1,333,000.00"
13253,GA,"Seminole County, Georgia",18.4%," 1,570 ",130%,SNAP,185%,Other Nutrition Program,62.2%,15.9%,21.8%,26.7%, 490 ,84%,17%,$3.07,"$824,000.00"
13255,GA,"Spalding County, Georgia",17.5%," 11,220 ",130%,SNAP,185%,Other Nutrition Program,57.7%,18.3%,24.0%,24.2%," 3,760 ",79%,21%,$3.07,"$5,870,000.00"
13257,GA,"Stephens County, Georgia",13.4%," 3,440 ",130%,SNAP,185%,Other Nutrition Program,61.4%,19.7%,18.9%,21.7%," 1,250 ",94%,6%,$2.77,"$1,625,000.00"
13259,GA,"Stewart County, Georgia",21.8%," 1,270 ",130%,SNAP,185%,Other Nutrition Program,55.2%,4.1%,40.7%,30.4%, 250 ,74%,26%,$3.09,"$670,000.00"
13261,GA,"Sumter County, Georgia",23.5%," 7,220 ",130%,SNAP,185%,Other Nutrition Program,65.6%,15.5%,19.0%,29.8%," 2,150 ",74%,26%,$2.88,"$3,546,000.00"
13263,GA,"Talbot County, Georgia",17.7%," 1,140 ",130%,SNAP,185%,Other Nutrition Program,61.5%,16.9%,21.6%,19.9%, 230 ,94%,6%,$3.10,"$604,000.00"
13265,GA,"Taliaferro County, Georgia",22.9%, 420 ,130%,SNAP,185%,Other Nutrition Program,67.1%,17.1%,15.7%,28.2%, 80 ,66%,34%,$3.18,"$228,000.00"
13267,GA,"Tattnall County, Georgia",15.7%," 3,980 ",130%,SNAP,185%,Other Nutrition Program,49.5%,14.5%,36.0%,24.3%," 1,290 ",84%,16%,$2.68,"$1,821,000.00"
13269,GA,"Taylor County, Georgia",21.4%," 1,770 ",130%,SNAP,185%,Other Nutrition Program,73.0%,8.6%,18.4%,27.2%, 470 ,86%,14%,$2.97,"$898,000.00"
13271,GA,"Telfair County, Georgia",20.2%," 3,310 ",130%,SNAP,185%,Other Nutrition Program,55.5%,16.6%,27.8%,27.7%, 790 ,84%,16%,$2.79,"$1,575,000.00"
13273,GA,"Terrell County, Georgia",24.8%," 2,230 ",130%,SNAP,185%,Other Nutrition Program,68.6%,11.4%,19.9%,30.3%, 660 ,65%,35%,$2.94,"$1,118,000.00"
13275,GA,"Thomas County, Georgia",17.2%," 7,730 ",130%,SNAP,185%,Other Nutrition Program,60.1%,17.9%,22.0%,22.0%," 2,390 ",79%,21%,$3.20,"$4,226,000.00"
13277,GA,"Tift County, Georgia",17.4%," 7,040 ",130%,SNAP,185%,Other Nutrition Program,65.1%,6.4%,28.5%,25.0%," 2,530 ",71%,29%,$3.03,"$3,638,000.00"
13279,GA,"Toombs County, Georgia",16.9%," 4,580 ",130%,SNAP,185%,Other Nutrition Program,69.9%,12.6%,17.5%,23.2%," 1,710 ",80%,20%,$2.87,"$2,245,000.00"
13281,GA,"Towns County, Georgia",11.4%," 1,270 ",130%,SNAP,185%,Other Nutrition Program,46.9%,22.6%,30.5%,23.1%, 350 ,96%,4%,$2.96,"$642,000.00"
13283,GA,"Treutlen County, Georgia",16.8%," 1,140 ",130%,SNAP,185%,Other Nutrition Program,58.7%,10.0%,31.3%,24.9%, 360 ,74%,26%,$2.83,"$551,000.00"
13285,GA,"Troup County, Georgia",17.3%," 12,030 ",130%,SNAP,185%,Other Nutrition Program,56.1%,16.7%,27.2%,22.0%," 3,840 ",73%,27%,$2.73,"$5,607,000.00"
13287,GA,"Turner County, Georgia",19.2%," 1,540 ",130%,SNAP,185%,Other Nutrition Program,63.5%,3.6%,32.9%,27.0%, 540 ,69%,32%,$2.85,"$748,000.00"
13289,GA,"Twiggs County, Georgia",20.2%," 1,680 ",130%,SNAP,185%,Other Nutrition Program,65.0%,16.9%,18.1%,24.1%, 380 ,79%,21%,$2.92,"$838,000.00"
13291,GA,"Union County, Georgia",9.5%," 2,120 ",130%,SNAP,185%,Other Nutrition Program,51.2%,19.8%,29.0%,22.1%, 800 ,78%,22%,$3.08,"$1,114,000.00"
13293,GA,"Upson County, Georgia",17.2%," 4,520 ",130%,SNAP,185%,Other Nutrition Program,62.3%,14.8%,22.9%,24.0%," 1,410 ",74%,26%,$2.79,"$2,151,000.00"
13295,GA,"Walker County, Georgia",11.9%," 8,190 ",130%,SNAP,185%,Other Nutrition Program,59.6%,13.0%,27.4%,21.7%," 3,310 ",80%,20%,$2.94,"$4,114,000.00"
13297,GA,"Walton County, Georgia",11.3%," 10,060 ",130%,SNAP,185%,Other Nutrition Program,49.7%,15.1%,35.2%,19.1%," 4,300 ",68%,32%,$3.12,"$5,357,000.00"
13299,GA,"Ware County, Georgia",17.3%," 6,170 ",130%,SNAP,185%,Other Nutrition Program,60.0%,17.6%,22.5%,25.1%," 2,130 ",80%,20%,$2.76,"$2,906,000.00"
13301,GA,"Warren County, Georgia",22.0%," 1,190 ",130%,SNAP,185%,Other Nutrition Program,62.6%,16.6%,20.7%,24.5%, 280 ,71%,29%,$2.77,"$563,000.00"
13303,GA,"Washington County, Georgia",20.8%," 4,270 ",130%,SNAP,185%,Other Nutrition Program,59.6%,13.6%,26.8%,25.1%," 1,160 ",75%,25%,$2.75,"$2,003,000.00"
13305,GA,"Wayne County, Georgia",15.6%," 4,650 ",130%,SNAP,185%,Other Nutrition Program,55.7%,16.8%,27.5%,22.4%," 1,650 ",77%,23%,$2.76,"$2,188,000.00"
13307,GA,"Webster County, Georgia",18.6%, 490 ,130%,SNAP,185%,Other Nutrition Program,50.6%,22.2%,27.2%,23.0%, 140 ,57%,43%,$2.87,"$240,000.00"
13309,GA,"Wheeler County, Georgia",22.4%," 1,780 ",130%,SNAP,185%,Other Nutrition Program,58.5%,12.5%,29.0%,29.7%, 400 ,96%,4%,$2.86,"$868,000.00"
13311,GA,"White County, Georgia",11.2%," 3,180 ",130%,SNAP,185%,Other Nutrition Program,56.0%,14.3%,29.7%,22.6%," 1,350 ",79%,21%,$2.92,"$1,587,000.00"
13313,GA,"Whitfield County, Georgia",9.0%," 9,370 ",130%,SNAP,185%,Other Nutrition Program,70.8%,20.7%,8.6%,21.1%," 5,880 ",82%,18%,$2.83,"$4,525,000.00"
13315,GA,"Wilcox County, Georgia",17.0%," 1,510 ",130%,SNAP,185%,Other Nutrition Program,47.6%,16.5%,36.0%,23.3%, 400 ,85%,15%,$2.84,"$732,000.00"
13317,GA,"Wilkes County, Georgia",19.2%," 1,900 ",130%,SNAP,185%,Other Nutrition Program,65.1%,20.3%,14.6%,27.4%, 560 ,82%,19%,$3.17,"$1,029,000.00"
13319,GA,"Wilkinson County, Georgia",17.5%," 1,600 ",130%,SNAP,185%,Other Nutrition Program,59.3%,14.6%,26.1%,23.5%, 500 ,78%,22%,$2.87,"$784,000.00"
13321,GA,"Worth County, Georgia",16.2%," 3,380 ",130%,SNAP,185%,Other Nutrition Program,60.3%,13.9%,25.9%,23.4%," 1,140 ",73%,27%,$2.70,"$1,558,000.00"
15001,HI,"Hawaii County, Hawaii",11.8%," 23,190 ",200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.2%,,28.8%,19.5%," 8,420 ",58%,43%,$3.45,"$13,652,000.00"
